Wallet Address,Action,Role,Transaction Hash,Stellar Expert Link
"GBOW4ZHHB3V2RYUJJ2WPKUMX56KN27JJL7YJO53MEAD4UB3FWZCWF3ZK","submit_milestone","Freelancer","ed77a5c64c120a327567ced3595a6c01c912d658c0395d2ada7eccecf147ed0e","https://stellar.expert/explorer/testnet/tx/ed77a5c64c120a327567ced3595a6c01c912d658c0395d2ada7eccecf147ed0e"
"GCV3WY637IYUDAN6SGU45TPGFAALMLENVT2D6DEELSRVYFQZXXYBD6KR","approve_milestone","Client","ad0efd61db18de2b83a7aeb3d5ac191cc01ef51390fe83c60ad1ec8002f38eb1","https://stellar.expert/explorer/testnet/tx/ad0efd61db18de2b83a7aeb3d5ac191cc01ef51390fe83c60ad1ec8002f38eb1"
"GATTE5MGK6ELWZ6CNCUXUC66J2CTBVSUNB6JBHE4YR4EBVHMXINMQVAL","create_project","Client","5282c3054ca72300bf5706418329b77425cf4378b1310060b994cf99590be0c8","https://stellar.expert/explorer/testnet/tx/5282c3054ca72300bf5706418329b77425cf4378b1310060b994cf99590be0c8"
"GATTE5MGK6ELWZ6CNCUXUC66J2CTBVSUNB6JBHE4YR4EBVHMXINMQVAL","fund_milestone","Client","b563ce02879cc4945381dba93dbbd2dd4af2b707ec5ec5db469a87ede7e13553","https://stellar.expert/explorer/testnet/tx/b563ce02879cc4945381dba93dbbd2dd4af2b707ec5ec5db469a87ede7e13553"
"GCOB2MLYMUIZ4HCCOVAKOT7ENIKO2GX7V2CPWCZVNRM5QTB6J3JIEGEP","submit_milestone","Freelancer","65028b23fbd0880c277da924bebcea87adb944a8acc18ff6561ba408b20548bf","https://stellar.expert/explorer/testnet/tx/65028b23fbd0880c277da924bebcea87adb944a8acc18ff6561ba408b20548bf"
"GATTE5MGK6ELWZ6CNCUXUC66J2CTBVSUNB6JBHE4YR4EBVHMXINMQVAL","approve_milestone","Client","465b4b43864fa78f201cde470c26d3630665167535fd618313dd207e2b3cf47d","https://stellar.expert/explorer/testnet/tx/465b4b43864fa78f201cde470c26d3630665167535fd618313dd207e2b3cf47d"
"GC7SMJLJBECUWBJGG74TYL2DX62C7JVYDNXXQESXOZYEC4OCJUG43N7J","create_project","Client","a558c4143910d138cd40e92102095891c03a1a2afefe92e2c72e66874c58f970","https://stellar.expert/explorer/testnet/tx/a558c4143910d138cd40e92102095891c03a1a2afefe92e2c72e66874c58f970"
"GC7SMJLJBECUWBJGG74TYL2DX62C7JVYDNXXQESXOZYEC4OCJUG43N7J","fund_milestone","Client","eae6c3eeb4dd36bc867fe37b9b5a77ebaa43ae945cbf86b46a1cc44753c9e722","https://stellar.expert/explorer/testnet/tx/eae6c3eeb4dd36bc867fe37b9b5a77ebaa43ae945cbf86b46a1cc44753c9e722"
"GA4YJUVEJEGV7TJ6K2KWVZ5ZKDOMY2EXDIZZTKRW2Y7IV7BZJSHUHTA5","submit_milestone","Freelancer","b07aa02053e423a6ea7dc5b342808fa29c6ddbf7338335119da5a98d24e36451","https://stellar.expert/explorer/testnet/tx/b07aa02053e423a6ea7dc5b342808fa29c6ddbf7338335119da5a98d24e36451"
"GC7SMJLJBECUWBJGG74TYL2DX62C7JVYDNXXQESXOZYEC4OCJUG43N7J","approve_milestone","Client","348f958b1f423a39859ac3c6bd7345d27ffadb564cf3ef5b542f55fb2da6f060","https://stellar.expert/explorer/testnet/tx/348f958b1f423a39859ac3c6bd7345d27ffadb564cf3ef5b542f55fb2da6f060"
"GACCGRYPJB6KQI46P3367MW4Z5MHWZYSXGME4Q35SH4YPDLEUMNKEJRK","create_project","Client","fa3a6d0e0fda893c3c3c59824a340394c2809abcc449f4ea80f69cc4fe13f69f","https://stellar.expert/explorer/testnet/tx/fa3a6d0e0fda893c3c3c59824a340394c2809abcc449f4ea80f69cc4fe13f69f"
"GACCGRYPJB6KQI46P3367MW4Z5MHWZYSXGME4Q35SH4YPDLEUMNKEJRK","fund_milestone","Client","0da99cbeb79771132bd06bd829e46a0bbc8c1bdb0fefa8ccb8c17c785758b1b7","https://stellar.expert/explorer/testnet/tx/0da99cbeb79771132bd06bd829e46a0bbc8c1bdb0fefa8ccb8c17c785758b1b7"
"GAXWPV5GJFONRQ22UFR4H7FG5D5CQJGD5CNXWF3Y4L46FT3NB2DYKDSJ","submit_milestone","Freelancer","fba81586eb997d39f2bbc947c418d03eccaec523e97314613422e3ec8e6784a2","https://stellar.expert/explorer/testnet/tx/fba81586eb997d39f2bbc947c418d03eccaec523e97314613422e3ec8e6784a2"
"GACCGRYPJB6KQI46P3367MW4Z5MHWZYSXGME4Q35SH4YPDLEUMNKEJRK","approve_milestone","Client","1fc84e7400c50269c7f56a064e3988e3ef1e20fda74294d2a8d49fc0d8adaa24","https://stellar.expert/explorer/testnet/tx/1fc84e7400c50269c7f56a064e3988e3ef1e20fda74294d2a8d49fc0d8adaa24"
"GD4N65NK2PNESMO3H7MLM5JSL7576Z6WET5ODU7FW7UOIOEQW3X3U6MZ","create_project","Client","a0b23f688abd6359270d9811ebc05c73917606d9ee63aaecb128187edc784fe9","https://stellar.expert/explorer/testnet/tx/a0b23f688abd6359270d9811ebc05c73917606d9ee63aaecb128187edc784fe9"
"GD4N65NK2PNESMO3H7MLM5JSL7576Z6WET5ODU7FW7UOIOEQW3X3U6MZ","fund_milestone","Client","aa9c25f75df71d12f8c3013b8bd868c11ebf5bfd572d3cce61294e2bf07c7815","https://stellar.expert/explorer/testnet/tx/aa9c25f75df71d12f8c3013b8bd868c11ebf5bfd572d3cce61294e2bf07c7815"
"GAAD7GDQEUQOTBEZOAZ5O6EEWCY7B7ABHMNTAEZN36UOM6VIJX6ZWRO3","submit_milestone","Freelancer","168f9da8765bf511e705f54b3e06970d8959bcdf32f24c8f5154808e48e53d6c","https://stellar.expert/explorer/testnet/tx/168f9da8765bf511e705f54b3e06970d8959bcdf32f24c8f5154808e48e53d6c"
"GD4N65NK2PNESMO3H7MLM5JSL7576Z6WET5ODU7FW7UOIOEQW3X3U6MZ","approve_milestone","Client","67374b0ca4baa290da3965ba68ad085e8a7100b17c0dc5876deb1a1922b512a2","https://stellar.expert/explorer/testnet/tx/67374b0ca4baa290da3965ba68ad085e8a7100b17c0dc5876deb1a1922b512a2"
"GDFAI2MZQQJKYAIGLAI5WUA63CRYRPHHX7BCDP5XRSLZ7JPZRRM4OLNT","create_project","Client","4c91677db84a704fb529be5eee08f42e9f83c6c05442215dce6229f1afe95122","https://stellar.expert/explorer/testnet/tx/4c91677db84a704fb529be5eee08f42e9f83c6c05442215dce6229f1afe95122"
"GDFAI2MZQQJKYAIGLAI5WUA63CRYRPHHX7BCDP5XRSLZ7JPZRRM4OLNT","fund_milestone","Client","55d5cb53cea26fe81ca1cd2cabc44df3498be9ff3b8249bc9ae85725d202bf35","https://stellar.expert/explorer/testnet/tx/55d5cb53cea26fe81ca1cd2cabc44df3498be9ff3b8249bc9ae85725d202bf35"
"GAFIHWIKENJF4JDCBM6GITT3JLHW335O3XB4Q25YDBDCP4T2WTZKB76R","submit_milestone","Freelancer","9dd48d4465fad6a3f171de0329d91f4f8542c7217443a3ca627b6e92d2065e3f","https://stellar.expert/explorer/testnet/tx/9dd48d4465fad6a3f171de0329d91f4f8542c7217443a3ca627b6e92d2065e3f"
"GDFAI2MZQQJKYAIGLAI5WUA63CRYRPHHX7BCDP5XRSLZ7JPZRRM4OLNT","approve_milestone","Client","c42d04b62a45ac852a4247885423aa7b020f91d656fb86abd4a0c73a386a8ed0","https://stellar.expert/explorer/testnet/tx/c42d04b62a45ac852a4247885423aa7b020f91d656fb86abd4a0c73a386a8ed0"
"GAIYPWSEAXZFNGZX44FXSHE4R5IK53SKBIOR6DY22HV6NOTTZ7O65HXI","create_project","Client","bd10c6bbbcd9cddc3500ae2625a35481427111466b864d5ef9576c4752264016","https://stellar.expert/explorer/testnet/tx/bd10c6bbbcd9cddc3500ae2625a35481427111466b864d5ef9576c4752264016"
"GAIYPWSEAXZFNGZX44FXSHE4R5IK53SKBIOR6DY22HV6NOTTZ7O65HXI","fund_milestone","Client","fc1e521cb062ff5921dd7b810455e103ddd5d44c4bb1ed39cec35dfa4b661354","https://stellar.expert/explorer/testnet/tx/fc1e521cb062ff5921dd7b810455e103ddd5d44c4bb1ed39cec35dfa4b661354"
"GDSGDD6GXWENDTZFXT27QIG37AL7OKFD64VGSPHZRGGR4ZS45WHRM63O","submit_milestone","Freelancer","f0484322a72977c9a920b571bf579302fec934d633825891db65d5d460be4a78","https://stellar.expert/explorer/testnet/tx/f0484322a72977c9a920b571bf579302fec934d633825891db65d5d460be4a78"
"GAIYPWSEAXZFNGZX44FXSHE4R5IK53SKBIOR6DY22HV6NOTTZ7O65HXI","approve_milestone","Client","4bc687ed7c2492362b7f849c3bc09e950811fac0343563ac6400cf39302c949b","https://stellar.expert/explorer/testnet/tx/4bc687ed7c2492362b7f849c3bc09e950811fac0343563ac6400cf39302c949b"
"GCMAFTYJNDOYKTZ254HDXEYTIUYBS45ISTHGWFUG742X5GHBUNMZIUEB","create_project","Client","44a9c91cd1d6e08573ae6cb6b8ae6bb7022fd6ddb5783a3a72ce6ac715ead31f","https://stellar.expert/explorer/testnet/tx/44a9c91cd1d6e08573ae6cb6b8ae6bb7022fd6ddb5783a3a72ce6ac715ead31f"
"GCMAFTYJNDOYKTZ254HDXEYTIUYBS45ISTHGWFUG742X5GHBUNMZIUEB","fund_milestone","Client","9b7dfdd344f48ce95362414d282bdf4b40afa516fcd50438ef5df9c7bb9b5405","https://stellar.expert/explorer/testnet/tx/9b7dfdd344f48ce95362414d282bdf4b40afa516fcd50438ef5df9c7bb9b5405"
"GBJRSGZA3JWK2V3BUUWGO62NSSJWVH3NC4KTWM6GM6YR4VNQKLWUZBAK","submit_milestone","Freelancer","00186443c1d41aa39ecb104f3897840060b1fc9c521c084bea3cd25d69e39b67","https://stellar.expert/explorer/testnet/tx/00186443c1d41aa39ecb104f3897840060b1fc9c521c084bea3cd25d69e39b67"
"GCMAFTYJNDOYKTZ254HDXEYTIUYBS45ISTHGWFUG742X5GHBUNMZIUEB","approve_milestone","Client","418d61cf204ac4e2ba79a6bb20900cc4a0a92f1892e1ca48e77c771cfcfae47f","https://stellar.expert/explorer/testnet/tx/418d61cf204ac4e2ba79a6bb20900cc4a0a92f1892e1ca48e77c771cfcfae47f"
"GDK7ZGZTWOJMQ3THHYI6T5DXSJFPE7JWKN6CWLDN7CE5SSSOMRY6UOFE","create_project","Client","71b5b8bd14af7b67d8fcfc255480dd069fcd8fd4a0e8e912dcc6031fe5295639","https://stellar.expert/explorer/testnet/tx/71b5b8bd14af7b67d8fcfc255480dd069fcd8fd4a0e8e912dcc6031fe5295639"
"GDK7ZGZTWOJMQ3THHYI6T5DXSJFPE7JWKN6CWLDN7CE5SSSOMRY6UOFE","fund_milestone","Client","8eba073a914b8804e7cfbc97a1d63752029aae7a70268750254048336484941a","https://stellar.expert/explorer/testnet/tx/8eba073a914b8804e7cfbc97a1d63752029aae7a70268750254048336484941a"
"GAZ2X32W5M7JKABL4TJHMN5PQTPEXHT4JI7BM3O32K52ENAQQQ6Q4ILF","submit_milestone","Freelancer","b8b48e5c893e5610b78c42ac3fb17082de5f3dd2a017e7afb867bad4a641f18d","https://stellar.expert/explorer/testnet/tx/b8b48e5c893e5610b78c42ac3fb17082de5f3dd2a017e7afb867bad4a641f18d"
"GDK7ZGZTWOJMQ3THHYI6T5DXSJFPE7JWKN6CWLDN7CE5SSSOMRY6UOFE","approve_milestone","Client","d80539b0bda84b4e2b5d3f789a8e183a35c143d51fc8a6a2cb466ef053fe985d","https://stellar.expert/explorer/testnet/tx/d80539b0bda84b4e2b5d3f789a8e183a35c143d51fc8a6a2cb466ef053fe985d"
"GCEP4UQEFUCHGVFIAU4IXODOUABSOUW6BHB5O2SITLVMKL4IMB7FF6DS","create_project","Client","90e28423c749fcb11ff3d9dc789b37f35384f41f936ab9ec1b5fa35d274727b6","https://stellar.expert/explorer/testnet/tx/90e28423c749fcb11ff3d9dc789b37f35384f41f936ab9ec1b5fa35d274727b6"
"GCEP4UQEFUCHGVFIAU4IXODOUABSOUW6BHB5O2SITLVMKL4IMB7FF6DS","fund_milestone","Client","d049df5a950fc1bdb2649ed26044c901e4a2c99afefcac3966d3bdcc576a34c0","https://stellar.expert/explorer/testnet/tx/d049df5a950fc1bdb2649ed26044c901e4a2c99afefcac3966d3bdcc576a34c0"
"GBDGXTCVAG3A5CZIZ6GOMOPC2R6RYTXLLCTRU3AZRYUBH5O2GEOAY4CJ","submit_milestone","Freelancer","9b11b7cf0bf55b0fa6f0f2d2f6e7418a862dfb15d1d560a68ba7924c9a923a34","https://stellar.expert/explorer/testnet/tx/9b11b7cf0bf55b0fa6f0f2d2f6e7418a862dfb15d1d560a68ba7924c9a923a34"
"GCEP4UQEFUCHGVFIAU4IXODOUABSOUW6BHB5O2SITLVMKL4IMB7FF6DS","approve_milestone","Client","9ab98a375e7526633ba010c1494a27cf5caaf6438c85ef47b8ca33b2b5793380","https://stellar.expert/explorer/testnet/tx/9ab98a375e7526633ba010c1494a27cf5caaf6438c85ef47b8ca33b2b5793380"
"GBV6JCXHR5TP3S2XEOE3J3F5CN3LHLJEXOG53HD7CYX3MGLZ4BLCW5NZ","create_project","Client","3d8d92001213c523893fa81ce11e332ffd2fea9303694710348094e1c4fc9ec5","https://stellar.expert/explorer/testnet/tx/3d8d92001213c523893fa81ce11e332ffd2fea9303694710348094e1c4fc9ec5"
"GBV6JCXHR5TP3S2XEOE3J3F5CN3LHLJEXOG53HD7CYX3MGLZ4BLCW5NZ","fund_milestone","Client","a5606dc914321f57836371691dfe587826e9d0bc36649a525d6acb8bffe54756","https://stellar.expert/explorer/testnet/tx/a5606dc914321f57836371691dfe587826e9d0bc36649a525d6acb8bffe54756"
"GBGFMONQMGMYAHE5I5EEL4BJIHDHHZWDVZOUBQNVJAE5RMJJDUXRQGBY","submit_milestone","Freelancer","e09c7a780b2080a977e6fc9e77294f325c356e826923cd905219aef0c5561b3c","https://stellar.expert/explorer/testnet/tx/e09c7a780b2080a977e6fc9e77294f325c356e826923cd905219aef0c5561b3c"
"GBV6JCXHR5TP3S2XEOE3J3F5CN3LHLJEXOG53HD7CYX3MGLZ4BLCW5NZ","approve_milestone","Client","b51237f2938395ca69d4b1c91950a4176638637beebd11b51ded3a6c1cfe4170","https://stellar.expert/explorer/testnet/tx/b51237f2938395ca69d4b1c91950a4176638637beebd11b51ded3a6c1cfe4170"
"GCOICA4GBRDEIVPLZPREQWFSQWPSDQFNHBOLAHH7JIY45QSQKZJNZSRG","create_project","Client","625c78aa0748ef45d1fefe4e426cb5f3b04560b75bc43a4686f1ae1afed0bfb8","https://stellar.expert/explorer/testnet/tx/625c78aa0748ef45d1fefe4e426cb5f3b04560b75bc43a4686f1ae1afed0bfb8"
"GCOICA4GBRDEIVPLZPREQWFSQWPSDQFNHBOLAHH7JIY45QSQKZJNZSRG","fund_milestone","Client","2e4ef18af1914e8cf17abbf8d51272fc589b18fddedc7d213a6fd152d1f6815e","https://stellar.expert/explorer/testnet/tx/2e4ef18af1914e8cf17abbf8d51272fc589b18fddedc7d213a6fd152d1f6815e"
"GDH5ANGSWBMYK5K2LNF4LHFAQBA5UHOFMF4MJNCKLQXU4LHFEHPLEFGU","submit_milestone","Freelancer","f0844afb6f26299cc324c23a625d8e09d5e0c3f9751488d72bea715aa158e0dc","https://stellar.expert/explorer/testnet/tx/f0844afb6f26299cc324c23a625d8e09d5e0c3f9751488d72bea715aa158e0dc"
"GCOICA4GBRDEIVPLZPREQWFSQWPSDQFNHBOLAHH7JIY45QSQKZJNZSRG","approve_milestone","Client","fb4738d3c356ee661e39811dd8d0694879306c1bcfce89f50299799a929492ea","https://stellar.expert/explorer/testnet/tx/fb4738d3c356ee661e39811dd8d0694879306c1bcfce89f50299799a929492ea"
"GBNWD6QZXNVTGZHJLCINXNBX6EF7OI5FARJRRS3CDNLCKR5A7KGSMI5A","create_project","Client","086ba97b9dfd91d9286dcb7106ff0dad44b1a3b5fb4ce8d42b61e9e35b43b2ab","https://stellar.expert/explorer/testnet/tx/086ba97b9dfd91d9286dcb7106ff0dad44b1a3b5fb4ce8d42b61e9e35b43b2ab"
"GBNWD6QZXNVTGZHJLCINXNBX6EF7OI5FARJRRS3CDNLCKR5A7KGSMI5A","fund_milestone","Client","f5a956961d4b1efb3099e9400f45d8218386f70fb4223c2baff019dbc4fefb0f","https://stellar.expert/explorer/testnet/tx/f5a956961d4b1efb3099e9400f45d8218386f70fb4223c2baff019dbc4fefb0f"
"GC2YSWEVSWASHOFC5YRJ2Z4RAMWMF32BRLZROGXY75WOJDIIVAO7SJCW","submit_milestone","Freelancer","179a02c295201d83fd02bdc3820bb901b0bed5d25cb15cf890b6022f757f607e","https://stellar.expert/explorer/testnet/tx/179a02c295201d83fd02bdc3820bb901b0bed5d25cb15cf890b6022f757f607e"
"GBNWD6QZXNVTGZHJLCINXNBX6EF7OI5FARJRRS3CDNLCKR5A7KGSMI5A","approve_milestone","Client","892fed27a2bb3c049b8abaa9debbeb014046d745b28e59dbe6ec5835941a7535","https://stellar.expert/explorer/testnet/tx/892fed27a2bb3c049b8abaa9debbeb014046d745b28e59dbe6ec5835941a7535"
"GAQLOHA6BIEROEOV6OB7G6IIVS4QO3GE7PZROI6Z2H5QLBPM5WV6SRRO","create_project","Client","b01316a4360a63cfd5db7158e1b4d0c735f2af0c692b8b979fb4cadef83345de","https://stellar.expert/explorer/testnet/tx/b01316a4360a63cfd5db7158e1b4d0c735f2af0c692b8b979fb4cadef83345de"
"GAQLOHA6BIEROEOV6OB7G6IIVS4QO3GE7PZROI6Z2H5QLBPM5WV6SRRO","fund_milestone","Client","b74d7841b54d677bf3506fefd5c1d933d9c34dc66e1126502a96864591dcf7b8","https://stellar.expert/explorer/testnet/tx/b74d7841b54d677bf3506fefd5c1d933d9c34dc66e1126502a96864591dcf7b8"
"GALIX2G4URXJCMHC6YUTW5DTADW7QO3B2N2LB3GFQMC3DP5XI6WIH7TM","submit_milestone","Freelancer","5cb600fe3b237b3229dd9bbf7746a8dfd466c6a7d23927893a1f5a1164d03f87","https://stellar.expert/explorer/testnet/tx/5cb600fe3b237b3229dd9bbf7746a8dfd466c6a7d23927893a1f5a1164d03f87"
"GAQLOHA6BIEROEOV6OB7G6IIVS4QO3GE7PZROI6Z2H5QLBPM5WV6SRRO","approve_milestone","Client","031e7420c93eace216f46a3b912bb8995a6eb76bbc9b14da00d09539a0c95f00","https://stellar.expert/explorer/testnet/tx/031e7420c93eace216f46a3b912bb8995a6eb76bbc9b14da00d09539a0c95f00"
"GDBFRQ6L4VQIFRX35OID7LBDMJAVG626BONMKYXD2HFXR5BWWZQMTMYC","create_project","Client","627a1a06593c9f11d1745b089c9e4ac208a615d2a03ad8f4d09c420bdff88281","https://stellar.expert/explorer/testnet/tx/627a1a06593c9f11d1745b089c9e4ac208a615d2a03ad8f4d09c420bdff88281"
"GDBFRQ6L4VQIFRX35OID7LBDMJAVG626BONMKYXD2HFXR5BWWZQMTMYC","fund_milestone","Client","92134194dc678a3f502efb6e4c20a907608fae1111d93fef9417e26614e5654e","https://stellar.expert/explorer/testnet/tx/92134194dc678a3f502efb6e4c20a907608fae1111d93fef9417e26614e5654e"
"GDXIMVBO2PRFIFZC5NUBTU2WWNX7AQX6TVIEBALSEMT2LELHOIWF7VP4","submit_milestone","Freelancer","9c942af21ea4abc5c96ec6b218cf625cc2de30fafa3c17729f288f122c353b99","https://stellar.expert/explorer/testnet/tx/9c942af21ea4abc5c96ec6b218cf625cc2de30fafa3c17729f288f122c353b99"
"GDBFRQ6L4VQIFRX35OID7LBDMJAVG626BONMKYXD2HFXR5BWWZQMTMYC","approve_milestone","Client","19bdbef5e912241f86cbb9da8754b239e40ad6b648b82dedf2f066608750c952","https://stellar.expert/explorer/testnet/tx/19bdbef5e912241f86cbb9da8754b239e40ad6b648b82dedf2f066608750c952"
"GBWMCCGDZSW4MZNI44TZZKMNRKFDTFMSHC4YAN6XOMLAFTRAT6MK5ZMP","create_project","Client","0055d55a3ddaa40bd212f539ef664b10dab03eb55a1b916c7cac65395b855035","https://stellar.expert/explorer/testnet/tx/0055d55a3ddaa40bd212f539ef664b10dab03eb55a1b916c7cac65395b855035"
"GBWMCCGDZSW4MZNI44TZZKMNRKFDTFMSHC4YAN6XOMLAFTRAT6MK5ZMP","fund_milestone","Client","d31e0c0f7ecb0d15d2985714d24c277803dd1777b0e21596ab2e6970fa59c642","https://stellar.expert/explorer/testnet/tx/d31e0c0f7ecb0d15d2985714d24c277803dd1777b0e21596ab2e6970fa59c642"
"GDEXJGFLODCZ2KMYKKPL2X66ZVA6QKVDUJT3MLO5V5OVDXLNBVNQRUVL","submit_milestone","Freelancer","697df5de490529b18cf03f0548d4d7d02e113300edad6f4e57bdd9bfe5a99601","https://stellar.expert/explorer/testnet/tx/697df5de490529b18cf03f0548d4d7d02e113300edad6f4e57bdd9bfe5a99601"
"GBWMCCGDZSW4MZNI44TZZKMNRKFDTFMSHC4YAN6XOMLAFTRAT6MK5ZMP","approve_milestone","Client","f371b10f787ba11d0af29cf0a01e0c422bad8a3dcde62cbbd90492d5269ae048","https://stellar.expert/explorer/testnet/tx/f371b10f787ba11d0af29cf0a01e0c422bad8a3dcde62cbbd90492d5269ae048"
"GDRW32FBMRD55NIEL2LNKVUP6MTSEGUQSADPMRHPQDTI2S35QICYG5H4","create_project","Client","366aa28baff3fc005530c32f0e6a60d1486bba6bdad7cd2940eb15aa370b90c4","https://stellar.expert/explorer/testnet/tx/366aa28baff3fc005530c32f0e6a60d1486bba6bdad7cd2940eb15aa370b90c4"
"GDRW32FBMRD55NIEL2LNKVUP6MTSEGUQSADPMRHPQDTI2S35QICYG5H4","fund_milestone","Client","229e87ebe7d7b610c3fbf79ac8c9508db230c998e7dffaa78e2ce028f7abc8c4","https://stellar.expert/explorer/testnet/tx/229e87ebe7d7b610c3fbf79ac8c9508db230c998e7dffaa78e2ce028f7abc8c4"
"GBHA2YZMB4CTQQIDRG3J4JKBFWF6WSWXG2PZAQRA6AHKKI6HMFVE2IHC","submit_milestone","Freelancer","10dea4090dd6e4b43b73b34eca33a2c25a19c8c626ba303898a6d9fe3e270e1d","https://stellar.expert/explorer/testnet/tx/10dea4090dd6e4b43b73b34eca33a2c25a19c8c626ba303898a6d9fe3e270e1d"
"GDRW32FBMRD55NIEL2LNKVUP6MTSEGUQSADPMRHPQDTI2S35QICYG5H4","approve_milestone","Client","649d7ef4f0a538e3fb40b88e270662299d7e5e35e22168a8e31c85568b0008f9","https://stellar.expert/explorer/testnet/tx/649d7ef4f0a538e3fb40b88e270662299d7e5e35e22168a8e31c85568b0008f9"
"GD2AVPCIAGBXLQHRDD3NU3FDGGJWC3VXXPKSRCAYNFUZXARYXAURFK4M","create_project","Client","68ab16b4844a56272a4ca45733052df9a6a63b8ffb92cfec17ba64d1255ebe88","https://stellar.expert/explorer/testnet/tx/68ab16b4844a56272a4ca45733052df9a6a63b8ffb92cfec17ba64d1255ebe88"
"GD2AVPCIAGBXLQHRDD3NU3FDGGJWC3VXXPKSRCAYNFUZXARYXAURFK4M","fund_milestone","Client","3edca949baf09c501e0554ce047c95d33b1d89a4c7fc049b5903b03040167f20","https://stellar.expert/explorer/testnet/tx/3edca949baf09c501e0554ce047c95d33b1d89a4c7fc049b5903b03040167f20"
"GABLQ2OPM6B6VNYSHTFAREMAOYUJTDYWGFBMP7OIHTERQUZGLTVNUHIB","submit_milestone","Freelancer","02832c4b0e0081a656e89411b6bfbdf1ef30d48b8eff07fc7d36409f1bf29b37","https://stellar.expert/explorer/testnet/tx/02832c4b0e0081a656e89411b6bfbdf1ef30d48b8eff07fc7d36409f1bf29b37"
"GD2AVPCIAGBXLQHRDD3NU3FDGGJWC3VXXPKSRCAYNFUZXARYXAURFK4M","approve_milestone","Client","877ff80c50d7605d1aa342eae544a96b5ab9819103800654c47a54e950cb5cc5","https://stellar.expert/explorer/testnet/tx/877ff80c50d7605d1aa342eae544a96b5ab9819103800654c47a54e950cb5cc5"
